"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","FR3","FR2","FR1","FR5","FR6","FR4","FR8","FR9","FR7","FR10","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","OS21","OS3","OS22","OS17","OS5","OS12","OS16","OS6","OS14","OS15","OS11","OS8","OS2","OS4","OS13","OS18","OS20","OS19","OS1","OS9","OS7","OS10","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Children","Age","Gender","Country","Education","OrganizationSize","Disabilities","Timestamp"
1,"French",1,0,0,0,0,0,1,2,0,-1,-1,0,-1,-1,1,1,-1,0,0,2,4,4,-99,2,1,2,2,3,-2,"helpful","yes",,,"both","yes",,"both",,,"both",,,,,"helpful",,"helpful","both",,,,4,4,4,5,4,5,3,3,4,5,1,0,2,1,2,3,2,0,2,3,2,3,3,2,0,0,8,8,6,1,3,0,1,2,0,3,"Male","Belgium",3,3,0,2020-04-08 15:55:46
2,"French",1,0,0,0,0,0,1,2,0,-1,-1,1,-1,1,1,1,-1,0,3,3,4,3,0,3,2,3,2,3,1,"both","helpful","both","both","both","yes",,"both",,,"both","helpful",,"helpful",,"both","helpful","both","helpful","both","helpful",,3,3,4,4,4,5,4,4,4,4,1,0,0,1,1,1,1,0,1,1,2,2,1,2,1,-1,7,7,6,1,2.5,2,1,2,0,3,"Male","Belgium",3,2,0,2020-04-08 16:00:16
3,"French",0,0,0,0,0,0,1,3,1,0,1,0,-1,0,1,1,-1,,2,3,0,4,1,3,-1,3,3,3,2,,"yes",,,,"yes",,,,,,,"yes","yes",,"yes",,,,"yes","yes",,4,4,3,3,4,4,2,1,4,3,3,0,1,1,0,1,1,2,2,2,2,2,1,1,2,1,6,8,7,0,3,0,1,2,0,2,"Male","Belgium",3,4,0,2020-04-08 16:00:58
4,"French",1,0,0,0,0,1,0,3,1,1,1,1,-1,1,0,1,-1,2,0,4,3,4,4,1,-2,3,-2,1,-3,,"both","both",,"helpful","both",,"both","yes",,"both","both","both",,,,"both",,"both","both","helpful",,5,5,5,4,4,1,1,3,3,1,3,3,1,2,2,2,1,2,1,3,4,3,3,3,4,-1,8,8,3,0,1,0,0,4,0,2,"Male","Belgium",3,1,0,2020-04-08 16:05:23
5,"French",1,0,0,0,0,0,1,2,1,0,1,-1,-1,1,-1,1,-1,0,2,3,4,4,2,2,-3,2,-2,-2,-3,"helpful",,"both","yes","helpful","both",,"helpful","helpful",,,"helpful","helpful","yes","helpful","both",,,"helpful","both","yes",,5,3,4,3,4,0,0,1,2,0,3,2,0,2,1,1,1,1,1,3,4,3,4,3,3,-1,7,9,4,1,2,0,1,4,0,3,"Female","Belgium",3,4,0,2020-04-08 16:06:19
6,"French",1,0,0,0,0,0,1,2,1,0,-1,0,-1,1,1,1,0,0,0,4,2,4,0,2,-1,-1,1,2,1,"helpful","yes","yes","helpful","helpful",,,"yes",,"helpful","helpful","helpful","yes","helpful","yes","yes","yes","yes","yes",,"yes","helpful",,4,3,3,,3,1,1,4,4,0,0,0,3,0,1,2,0,0,1,2,0,0,2,0,0,5,7,6,1,1,0,1,5,0,3,"Male","Belgium",2,3,0,2020-04-08 16:07:28
7,"French",1,0,0,0,0,0,1,2,1,-1,1,1,-1,-1,1,1,-1,0,3,1,3,4,3,-2,3,2,3,2,1,"yes","helpful","yes","yes","helpful","yes",,"helpful",,"helpful","helpful",,"helpful","helpful","yes",,"yes","yes","yes","yes","helpful","helpful",4,4,4,3,5,2,3,2,5,3,2,2,2,3,1,1,1,1,1,2,2,1,2,2,3,2,6,8,9,1,2,0,1,3,0,3,"Male","Belgium",3,5,0,2020-04-08 16:09:01
8,"French",1,0,0,0,0,0,1,2,-1,-1,-1,0,-1,-1,1,1,1,0,-99,0,3,4,4,3,3,3,3,3,2,,,"yes","yes",,"yes",,,,,"yes",,"helpful","helpful","yes","yes","yes","yes","yes","yes","helpful","yes",4,4,5,5,4,4,4,5,5,5,2,0,0,0,0,0,1,1,2,0,1,1,0,1,0,2,8,6,8,1,1.5,1,1,2,0,2,"Male","Belgium",3,4,0,2020-04-08 16:15:57
9,"French",0,0,0,0,0,0,1,2,1,-1,-1,0,-1,-1,1,1,-1,0,2,3,4,3,0,3,2,1,-2,2,2,,"yes",,"yes","yes",,,"yes",,,"yes","helpful",,"helpful",,"yes","yes","yes","yes","yes","helpful",,3,1,3,2,3,4,3,4,3,2,2,0,2,2,1,2,2,0,2,1,1,1,1,1,0,1,6,6,7,1,1,0,1,2,0,2,"Male","Belgium",3,4,0,2020-04-08 16:16:21
10,"French",0,0,0,0,0,1,0,2,1,-1,0,1,-1,0,1,1,0,0,2,3,2,3,0,2,2,2,2,2,2,,,"yes",,"yes","yes",,"yes",,,"yes","yes",,,"yes","yes","yes","yes","yes","yes","yes",,4,3,4,3,4,3,3,4,4,4,3,1,1,2,1,1,1,0,2,1,2,1,2,2,0,0,8,7,7,1,3,3,1,6,0,3,"Male","Belgium",3,2,0,2020-04-08 16:32:42
11,"French",1,0,0,0,0,0,1,2,0,-1,-1,0,-1,-1,1,1,-1,0,3,1,2,4,2,-1,1,2,-3,1,-1,"yes","yes","yes","both","yes","yes",,"yes",,,"yes","helpful",,"helpful","yes","yes","yes","yes","yes","yes","helpful",,3,2,3,3,2,3,2,4,2,2,2,1,2,2,2,2,2,0,2,2,2,2,3,2,2,-1,7,8,6,1,2,0,1,2,0,2,"Male","Belgium",3,4,0,2020-04-08 16:33:54
12,"French",1,0,0,0,0,0,1,1,1,1,0,1,-1,0,1,1,1,0,0,1,4,3,0,2,-3,-3,-1,1,-3,,,"both","helpful","helpful","helpful",,"helpful","helpful",,,"helpful","helpful","helpful",,"both","both","both","both","both","helpful",,5,4,5,4,5,3,1,3,3,1,2,0,0,1,0,1,1,1,2,2,3,2,3,2,2,-1,9,9,7,1,1,0,1,2,0,3,"Male","Belgium",3,4,0,2020-04-08 16:39:41
13,"French",1,0,0,0,0,0,1,2,1,-1,-1,1,-1,-1,1,1,-1,0,0,4,4,4,1,3,1,1,3,2,-2,"helpful","yes","yes","yes",,,,"yes",,,"yes",,"helpful","helpful",,"yes","yes","yes","yes","yes",,,2,0,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,7,7,7,1,2,0,1,2,0,2,"Male","Belgium",3,4,0,2020-04-08 16:45:59
14,"French",1,0,0,0,1,0,0,2,0,-1,-1,1,0,-1,1,1,1,0,4,4,4,4,3,1,-1,-1,-2,1,1,"helpful","yes","helpful","helpful","yes",,"helpful","yes","helpful","helpful","yes","helpful","yes","yes","yes","yes","helpful","helpful","yes","yes","yes",,5,3,5,4,4,5,5,5,4,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,8,8,9,0,9,3,1,6,2,5,"Male","Belgium",3,4,0,2020-04-08 16:52:53
15,"French",1,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,1,1,-1,0,0,4,4,4,3,2,3,2,-1,3,1,,,"both","yes","helpful",,,"both",,,"both","helpful","helpful","helpful",,"both","both","both","both","both","helpful",,4,2,4,4,4,5,3,2,4,4,3,0,0,1,0,1,1,2,3,2,2,1,1,1,0,1,6,8,7,1,2,0,1,2,0,3,"Male","Belgium",3,4,0,2020-04-08 17:00:22
16,"French",1,0,0,0,0,1,0,2,1,-1,-1,0,-1,-1,0,1,-1,1,2,3,3,4,2,2,1,3,1,3,1,"yes","yes","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","yes","yes","helpful","helpful","helpful","yes","yes","yes","helpful","helpful","yes","yes",4,3,3,4,3,4,4,3,4,5,3,0,3,2,1,2,1,1,3,1,1,3,1,1,0,1,8,8,9,1,4,0,1,2,0,3,"Male","Belgium",3,3,0,2020-04-08 17:08:14
17,"French",0,0,0,0,1,0,0,2,1,-1,0,1,-1,0,1,1,-1,0,2,4,4,4,3,3,3,3,1,1,2,,"yes",,"yes","yes","yes",,"yes",,,"yes",,,"yes","yes","yes",,,,"yes","yes",,4,4,4,4,4,4,4,4,4,3,3,0,2,2,2,0,0,1,3,0,1,2,0,0,0,1,6,6,7,1,1,0,1,3,0,2,"Male","Belgium",3,3,0,2020-04-08 17:11:34
18,"French",1,0,0,0,0,0,1,2,1,0,0,1,-1,0,1,1,-1,2,4,3,3,4,2,2,3,3,3,3,2,,,"yes",,,"yes",,,,,"helpful","helpful",,"yes",,"yes","yes","yes",,"yes",,,2,2,3,2,3,2,3,3,2,3,,1,0,1,1,0,,1,2,0,0,0,0,0,1,1,7,8,9,0,29,7,0,3,0,8,"Female","Belgium",2,3,0,2020-04-08 17:41:37
19,"French",1,0,0,0,0,0,1,2,1,0,1,-1,-1,1,1,1,-1,0,0,4,4,4,1,2,3,3,2,2,-2,,"both","both",,,,,,"helpful","helpful",,"helpful","helpful","helpful",,"both",,"both","helpful","both","both",,3,1,2,4,4,4,2,3,4,4,2,0,2,2,2,3,1,-1,1,3,3,1,3,2,2,-2,7,4,3,0,2.5,2,1,3,1,3,"Male","Belgium",3,4,0,2020-04-08 17:45:07
20,"French",0,0,0,0,0,0,1,2,0,-1,1,-1,-1,0,1,1,-1,0,0,3,4,3,2,3,2,3,1,3,1,,"both",,,,"both","both",,,,,,"both",,,"both",,,,"both","helpful",,2,2,3,4,4,4,4,3,4,4,1,0,1,2,1,1,1,1,2,1,2,1,0,1,0,1,6,7,7,1,5,2,1,1,0,3,"Male","Belgium",3,3,0,2020-04-08 17:55:02
21,"French",1,0,0,0,0,0,1,3,0,-1,-1,-1,-1,-1,1,1,-1,,3,0,4,3,-99,3,1,3,2,3,2,"helpful","both","both","helpful","both","yes",,"helpful",,"helpful","yes",,,"both",,"both","helpful","both","both","both","both","helpful",3,5,4,3,3,4,4,3,5,5,4,0,0,2,0,2,0,2,3,2,1,0,0,2,0,1,6,7,7,1,10,3,1,2,0,4,"Male","Belgium",3,4,0,2020-04-08 18:09:26
22,"French",1,0,0,0,0,1,0,2,0,0,-1,1,-1,0,1,1,-1,0,0,3,4,-99,2,2,-2,2,2,-2,-2,,"helpful",,"helpful","yes","yes",,"yes",,,"yes","helpful","helpful","helpful",,"helpful","helpful",,,"yes",,,3,2,3,4,4,4,2,3,4,4,1,1,3,2,3,1,2,0,1,3,3,3,3,3,0,-2,3,6,4,1,4,0,1,1,0,3,"Male","Belgium",3,4,0,2020-04-08 18:15:18
23,"French",1,0,0,0,0,0,1,2,1,-1,1,1,-1,1,1,1,-1,0,2,3,4,4,2,3,1,3,2,3,-1,"helpful","both",,"helpful","both",,"helpful","helpful",,"helpful","both","helpful",,"helpful",,,"helpful",,"both",,"helpful",,4,4,4,3,4,2,4,4,4,2,2,2,1,1,1,1,2,0,2,1,2,2,1,2,2,0,6,6,6,1,0,0,1,2,0,2,"Female","Belgium",3,1,0,2020-04-08 18:18:10
24,"French",1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,0,-99,2,4,4,4,3,3,3,3,3,-1,"helpful","helpful","both",,"both","both",,,,,,"helpful",,"helpful","both","both","both","helpful",,"both",,,4,5,5,4,5,5,2,0,1,2,4,0,3,2,1,1,0,0,2,2,2,2,2,2,2,1,5,5,3,1,5,0,1,3,0,2,"Male","Belgium",3,1,0,2020-04-08 18:23:34
25,"French",0,0,0,1,0,0,0,2,0,-1,-1,-1,-1,-1,1,1,1,1,3,2,4,4,0,2,3,2,3,3,-1,"both",,"yes","helpful","both","both",,"both",,,"both",,"helpful","both",,"both","both","both",,"both","both",,4,3,4,4,4,5,4,4,4,5,2,0,1,2,1,1,1,0,2,0,0,1,1,1,0,1,8,7,8,1,2,2,1,3,1,3,"Male","Belgium",3,3,0,2020-04-08 18:24:31
26,"French",0,0,0,0,0,0,1,2,0,-1,0,1,-1,0,1,1,1,,-99,3,3,3,-99,2,2,2,2,2,2,"yes","yes","yes","helpful","helpful","yes","helpful",,,"helpful","yes",,,,"yes","yes","helpful","helpful","helpful","yes","yes",,3,2,4,2,3,4,4,2,4,4,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,6,8,8,0,10,5,1,2,0,5,"Male","Belgium",3,1,0,2020-04-08 18:47:06
27,"French",0,0,0,0,0,0,1,2,1,-1,-1,1,-1,1,1,1,-1,0,4,4,4,4,2,3,2,3,1,2,1,"helpful","helpful","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","helpful","yes","yes","yes","yes","yes",4,4,4,4,4,4,3,3,3,4,2,1,1,1,1,1,1,2,3,2,1,1,2,1,1,2,9,9,8,0,5,3,1,2,0,3,"Female","Belgium",3,3,0,2020-04-08 18:47:50
28,"French",1,0,0,0,0,0,1,2,0,0,0,1,-1,0,1,1,-1,0,0,4,4,4,3,-1,3,3,3,3,-1,"yes","yes","yes","helpful","yes","yes","yes","yes","helpful","helpful","yes","yes","both","yes","yes","yes","yes","yes","yes","yes","yes","helpful",4,4,5,4,5,4,3,5,4,3,2,1,0,2,0,2,1,0,0,0,2,2,0,0,0,0,9,9,7,1,12,12,0,5,3,5,"Female","Belgium",2,4,0,2020-04-08 18:54:21
29,"French",1,0,0,1,0,0,0,2,1,0,0,1,0,0,1,1,-1,0,2,4,4,4,2,1,1,3,2,3,2,,"both","both","helpful","yes","both",,"both",,"helpful","both","both",,"helpful","both","both","both","both","both","both","both",,3,3,4,4,4,3,4,3,3,4,3,0,1,1,0,1,1,2,2,1,2,2,1,1,0,1,7,9,8,1,3,0,1,3,0,3,"Male","Belgium",3,4,0,2020-04-08 19:00:12
30,"French",1,0,0,1,0,0,0,2,1,0,1,0,0,1,0,1,-1,0,0,4,3,3,0,3,-3,2,-2,-2,1,,,"helpful",,"both","both",,"both",,,"both","both",,"yes","helpful",,,,"helpful","both","helpful",,2,3,4,3,4,4,1,1,4,3,0,0,2,1,2,2,0,-1,0,2,1,2,1,0,2,0,6,7,6,0,,0,1,1,0,3,"Male","France",4,3,0,2020-04-08 19:03:00
31,"French",1,0,0,1,0,1,0,2,1,-1,1,-1,-1,1,1,1,-1,1,4,4,4,4,3,3,2,3,2,2,3,"yes","yes","yes","helpful","yes","yes",,"yes",,"helpful","yes","yes","yes","helpful",,"yes","yes","yes","yes","yes","yes","helpful",3,2,5,4,4,3,3,1,3,4,3,0,0,1,2,2,1,2,3,1,2,1,1,1,2,2,4,8,8,0,9,9,1,2,0,4,"Male","Belgium",4,2,0,2020-04-08 19:14:08
32,"French",0,0,0,0,0,0,1,2,-1,-1,0,1,1,1,1,1,-1,4,0,4,2,3,2,3,1,3,3,3,-1,"helpful","yes",,"yes","yes","yes","yes","yes",,,"yes","both","helpful","helpful",,,,"helpful","yes","yes","both",,2,0,3,1,2,3,3,3,3,3,1,1,4,4,4,4,4,-2,2,2,1,2,1,2,1,0,9,5,7,1,5,0,0,1,0,3,"Male","Belgium",2,3,2,2020-04-08 19:37:28
33,"French",1,0,0,0,1,0,0,3,1,-1,0,1,-1,1,1,1,-1,0,4,4,4,4,0,2,2,2,2,2,2,,"yes","yes","yes","helpful","yes",,"yes",,,"yes",,,,,"yes","yes","yes","yes","yes",,,4,4,4,4,4,2,2,5,5,2,0,2,3,2,1,2,3,0,0,2,3,3,0,3,3,0,5,4,4,1,10,0,0,4,2,4,"Female","Belgium",3,4,0,2020-04-08 19:45:01
34,"French",1,0,0,0,0,0,1,2,0,-1,-1,0,-1,0,1,1,-1,0,1,3,3,4,1,1,2,2,2,1,2,,,"both",,"both","both",,"both",,,"both",,"helpful","helpful",,"both","both","both","both","both","helpful",,4,4,4,4,4,2,4,4,2,4,2,0,1,1,1,0,1,2,3,0,1,0,1,1,1,3,4,8,9,1,5,1,1,2,0,4,"Male","Belgium",3,3,0,2020-04-08 20:38:36
35,"French",1,0,0,0,1,0,0,2,1,-1,0,0,-1,0,1,1,-1,0,3,4,4,3,2,-1,-1,3,2,2,-2,"yes","both","yes","helpful","yes",,"helpful","yes",,,"yes","helpful","yes",,,"both",,"yes","yes","yes","yes",,3,3,4,2,3,2,3,3,2,4,2,0,1,1,1,1,1,1,1,3,3,2,3,2,1,0,8,8,6,0,2,2,1,4,0,3,"Female","Belgium",3,4,0,2020-04-08 20:38:49
36,"French",1,0,0,0,0,1,0,2,1,-1,-1,-1,-1,-1,1,1,-1,0,0,3,0,4,0,2,2,1,2,1,2,,,,,"yes","yes",,"yes",,,"yes",,,,,"yes",,,"yes","yes","yes",,4,4,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,0,1,1,2,2,1,2,1,-1,7,8,6,1,2,0,1,1,0,3,"Male","France",3,4,0,2020-04-08 20:44:42
37,"French",1,0,0,1,0,0,0,2,1,0,0,0,-1,0,1,1,-1,0,2,3,4,4,2,-1,1,3,3,1,1,"both","both","both","both","both","both",,"both",,,"both","helpful","both","both",,"both","both","both","both","both","both",,3,3,4,3,3,4,4,5,4,5,2,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,7,7,8,1,2,0,1,2,0,3,"Male","Belgium",3,2,0,2020-04-08 21:14:08
38,"French",1,0,0,0,1,0,0,2,0,-1,0,-1,-1,-1,1,1,-1,0,2,4,4,4,1,3,2,3,1,3,3,,,"both","both",,"both",,,,,"both",,,,,"both",,"both","both","both",,,3,3,4,4,3,4,4,4,4,4,3,1,1,2,1,1,1,2,3,0,1,0,1,1,1,2,7,8,8,1,10,4,1,2,0,4,"Male","Belgium",3,1,0,2020-04-08 21:16:05
39,"French",1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,0,-1,1,-1,0,2,4,3,4,1,2,-1,3,3,3,2,"yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","helpful","helpful","helpful","yes","yes","yes","yes","helpful","yes","helpful",,4,4,4,5,4,5,4,2,3,5,3,1,0,1,0,0,1,1,2,1,2,0,1,2,1,0,7,8,6,1,2,1,1,2,0,3,"Male","Belgium",3,1,0,2020-04-08 21:41:09
40,"French",0,0,0,0,0,0,1,2,1,-1,0,1,0,-1,1,1,-1,0,4,3,3,3,4,-1,2,3,2,2,-1,,"both","both","helpful","both","both",,"both",,,"helpful","yes","both","both",,"both",,,"both","both","both",,3,4,3,3,3,2,2,4,2,3,3,0,2,2,1,0,2,1,2,0,3,2,2,2,0,0,6,8,6,1,1,1,1,2,0,3,"Male","Belgium",3,2,0,2020-04-08 21:49:37
41,"French",0,0,0,0,0,0,1,2,1,-1,-1,0,-1,-1,1,1,1,0,3,4,3,4,2,1,1,3,2,1,-1,"yes","yes","yes","helpful","yes","yes","helpful","yes","helpful","helpful","yes","helpful","helpful","helpful","helpful","yes","yes","helpful","yes","helpful","helpful","yes",3,3,4,5,4,5,4,4,4,4,3,0,0,1,1,2,0,1,3,1,1,0,0,0,0,2,7,8,8,1,8,3,1,4,2,4,"Male","Belgium",3,1,0,2020-04-09 10:06:26
