ID,Timestamp,Language,COVIDStatus5,COVIDStatus4,COVIDStatus3,COVIDStatus2,COVIDStatus1,COVIDStatus0,Isolation,FR1,FR2,FR3,FR4,FR5,FR6,FR7,FR8,FR9,FR10,DP1,DP2,DP3,DP4,DP5,Erg1,Erg2,Erg3,Erg4,Erg5,Erg6,OS1,OS2,OS3,OS4,OS5,OS6,OS7,OS8,OS9,OS10,OS11,OS12,OS13,OS14,OS15,OS16,OS17,OS18,OS19,OS20,OS21,OS22,WHO5B1,WHO5B2,WHO5B3,WHO5B4,WHO5B5,WHO5S1,WHO5S2,WHO5S3,WHO5S4,WHO5S5,HPQB1,HPQB2,HPQB3,HPQB4,HPQB6,HPQB5,HPQB7,HPQB8,HPQS1,HPQS2,HPQS3,HPQS4,HPQS6,HPQS5,HPQS7,HPQS8,PerformanceOthers,PerB1item,PerS1item,RolesIncludeDeveloper,YearsOfExperience,YearsOfWorkFromHomeExperience,Fulltime,Coinhabitants,Children,Age,Gender,Country,Education,OrganizationSize,Disabilities,AtLeastOneOpenResponse
,2020-04-07 05:51:35,Persian,0,0,0,0,1,0,2,1,1,1,-1,-1,-1,1,1,0,0,1,1,2,4,2,2,2,2,3,2,2,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,,helpful,helpful,3,3,4,3,4,3,3,4,3,2,4,2,1,2,2,2,3,2,3,3,1,3,1,3,3,1,7,5,3,0,13,12,0,3,1,6,Male,Iran,4,1,0,1
,2020-04-07 08:02:17,Persian,0,0,0,0,1,0,2,1,1,1,1,-1,-1,-1,-1,1,,2,3,2,4,2,3,3,3,3,3,3,helpful,yes,helpful,helpful,yes,yes,yes,yes,yes,helpful,yes,yes,yes,helpful,helpful,helpful,yes,yes,yes,helpful,helpful,yes,4,4,4,3,3,2,3,2,2,3,3,2,2,2,2,2,1,1,1,1,3,3,3,3,3,0,7,8,6,1,13,1,0,3,0,5,Male,Iran,3,2,0,1
,2020-04-07 08:12:06,Persian,0,0,0,0,1,0,2,1,1,1,0,0,-1,-1,1,1,,4,4,3,4,4,-1,-1,2,1,2,1,helpful,helpful,helpful,helpful,helpful,,,,,helpful,yes,,,,,,,helpful,,,helpful,,3,4,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,0,3,1,1,1,0,1,0,0,8,9,9,0,5,,0,5,3,4,Female,Iran,3,2,0,0
,2020-04-07 15:07:06,Persian,0,0,0,0,1,0,2,-1,-1,0,-1,1,-1,1,0,1,,2,0,0,0,2,-3,-1,1,2,-3,-3,helpful,helpful,,helpful,both,both,helpful,helpful,both,,yes,both,,helpful,,,both,yes,both,helpful,,helpful,3,3,3,5,4,1,0,0,0,1,2,2,1,1,2,1,0,-1,0,4,3,3,4,4,3,-1,7,8,4,1,3,0,1,3,0,2,Male,Iran,1,2,0,0
,2020-04-07 17:03:03,Persian,0,0,0,0,1,0,2,1,0,0,-1,-1,-1,-1,-1,1,0,1,1,1,4,3,-1,1,3,3,3,2,helpful,helpful,helpful,helpful,yes,yes,yes,helpful,yes,yes,yes,helpful,both,helpful,helpful,helpful,helpful,yes,yes,yes,yes,yes,4,4,5,3,4,4,4,4,5,4,3,1,1,1,1,1,2,2,3,3,0,1,1,1,1,2,6,8,8,0,5,0,1,4,2,4,Female,Iran,3,2,0,0
,2020-04-07 22:49:53,Persian,0,0,0,0,1,0,2,1,1,1,0,1,0,-1,1,1,,3,1,1,3,1,3,3,3,3,1,3,yes,helpful,yes,helpful,yes,yes,yes,helpful,yes,helpful,yes,yes,,helpful,helpful,helpful,yes,helpful,,helpful,helpful,helpful,4,5,5,3,4,1,3,2,2,2,3,1,1,3,3,1,3,2,3,0,1,0,3,3,3,2,4,7,6,1,3,0,1,4,0,4,Male,Canada,3,5,0,0
,2020-04-08 05:28:08,Persian,0,0,0,0,1,0,2,-1,0,1,-1,-1,-1,0,1,1,0,4,1,2,4,4,-1,1,3,3,1,1,both,both,both,helpful,both,both,both,both,both,,,yes,,,helpful,both,both,both,both,helpful,helpful,,5,4,5,3,4,4,4,4,2,4,1,1,2,2,1,2,2,0,1,1,3,3,1,3,3,0,8,10,8,1,10,1,1,3,1,5,Male,Canada,4,1,0,1
,2020-04-11 04:55:45,Persian,0,0,0,0,1,0,2,1,0,1,0,-1,-1,0,1,1,,3,1,0,2,2,2,2,2,2,2,2,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,4,4,3,4,5,5,3,3,5,4,2,2,2,2,2,2,1,2,1,1,1,1,0,1,3,0,7,8,7,1,1,0.5,1,1,0,3,Male,Iran,3,1,0,1
,2020-04-14 05:54:08,Persian,0,0,0,0,1,0,3,1,1,1,-1,-1,-1,0,1,1,1,2,2,1,-99,3,-1,3,3,3,2,3,yes,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,3,3,3,3,3,1,1,1,1,1,2,1,2,2,2,2,1,0,,,,,,,,0,5,4,3,0,3,0,1,2,0,4,Female,United States,4,1,,0
,2020-04-07 05:26:37,Persian,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,1,0,4,4,4,2,4,2,2,2,2,2,2,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,3,3,3,4,4,2,2,2,2,2,2,1,1,2,1,1,2,0,1,1,3,1,1,1,1,-1,7,8,4,1,3,2,0,3,0,3,Female,Iran,3,2,0,1
,2020-04-07 00:28:17,Persian,0,0,0,1,0,0,1,1,1,1,-1,0,1,1,1,1,,4,1,4,2,4,3,3,,3,3,1,helpful,yes,helpful,helpful,yes,yes,yes,yes,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,yes,yes,yes,helpful,yes,yes,5,5,5,5,5,4,5,5,3,5,3,1,2,2,1,2,2,2,3,1,1,1,1,1,0,2,7,8,9,1,2,0,0,4,0,2,Male,Iran,2,1,0,1
,2020-04-07 06:53:27,Persian,0,0,0,1,0,0,2,0,-1,-1,-1,-1,-1,-1,0,1,,3,4,3,4,4,2,3,2,3,3,2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,helpful,yes,,,yes,yes,yes,,,4,4,4,4,4,3,3,3,3,4,4,0,1,2,0,2,2,2,3,0,1,1,0,1,1,2,7,9,8,1,6,,1,2,0,4,Male,United States,4,6,0,0
,2020-04-07 16:56:34,Persian,0,0,0,1,1,0,2,-1,-1,1,-1,-1,-1,1,0,1,0,1,2,1,2,3,-1,-2,-2,-2,-3,1,both,,,,,both,,,both,,,,,,,,,,,,,,4,4,4,5,4,4,3,2,2,3,3,1,2,2,1,1,0,2,3,1,3,3,3,3,1,0,4,8,6,1,2,1,0,4,0,2,Male,Iran,2,1,0,1
,2020-04-07 05:24:45,Persian,0,0,0,1,1,0,2,1,0,1,0,0,0,1,1,1,,2,2,4,4,3,3,2,3,3,-3,-2,helpful,helpful,helpful,helpful,helpful,yes,yes,helpful,yes,helpful,helpful,yes,yes,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,4,3,3,5,4,3,3,2,1,3,1,0,1,1,1,0,3,0,1,1,3,3,1,1,1,0,8,6,6,1,7,0,1,2,0,3,Male,Iran,2,3,0,1
,2020-04-07 16:36:03,Persian,0,0,0,0,0,1,2,1,1,1,0,-1,-1,0,0,1,0,3,3,2,4,4,1,2,2,-1,2,1,both,both,both,helpful,both,both,both,,both,,both,both,both,,,helpful,,both,both,both,helpful,both,4,3,4,4,4,3,3,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,7,8,7,1,15,0,1,3,1,6,Male,Canada,2,4,0,1
,2020-04-07 01:33:48,Persian,0,0,0,0,0,1,2,0,1,1,-1,-1,-1,-1,1,1,0,4,4,4,4,4,1,1,3,3,2,1,both,helpful,helpful,helpful,both,both,both,both,both,,both,both,,helpful,helpful,helpful,helpful,both,both,both,helpful,both,5,5,5,5,5,4,4,4,5,4,2,2,1,2,1,2,1,2,3,1,1,1,1,1,0,2,8,6,9,1,20,1,0,4,1,7,Male,Iran,2,2,0,1
,2020-04-07 02:54:22,Persian,0,0,0,0,0,1,2,0,0,1,-1,-1,-1,-1,1,1,1,3,0,2,4,4,2,3,3,2,1,1,both,helpful,helpful,helpful,helpful,both,both,helpful,both,,both,both,both,,helpful,helpful,helpful,both,both,both,helpful,both,4,3,4,3,3,4,4,4,4,3,3,1,1,1,0,1,2,2,4,0,1,1,0,1,1,2,6,9,9,1,6,0,1,2,0,4,Female,Netherlands,3,3,0,1
,2020-04-07 05:03:44,Persian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,-1,-1,1,1,0,4,3,1,4,3,-1,1,2,2,-3,1,,both,both,,,both,both,both,both,,both,,both,,,,both,both,both,both,both,both,4,5,3,3,4,4,4,3,3,4,1,1,1,3,0,2,1,0,1,3,0,1,1,1,0,0,8,6,6,1,8,1,1,2,0,4,Male,Austria,2,3,0,1
,2020-04-07 05:22:52,Persian,0,0,0,0,0,1,2,1,1,1,0,-1,0,1,1,0,,4,4,1,2,3,2,2,2,2,1,2,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,yes,yes,yes,yes,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,yes,yes,5,4,4,4,5,3,3,2,3,1,3,3,3,2,3,2,4,-1,1,3,3,3,3,1,4,-1,7,9,4,0,10,0,1,2,1,4,Male,Iran,2,3,0,1
,2020-04-07 05:58:47,Persian,0,0,0,0,0,1,2,0,0,1,-1,0,-1,1,-1,1,0,1,0,0,2,4,,1,2,2,1,1,both,,,,both,,both,,both,,both,both,both,,,,both,both,,,,both,4,4,4,4,5,2,2,1,1,3,2,2,1,3,2,3,2,1,1,1,1,3,1,1,3,0,8,9,6,1,1,0,0,4,0,2,Male,Iran,2,2,0,1
,2020-04-07 07:05:45,Persian,0,0,0,0,0,1,2,-1,-1,1,0,0,-1,-1,1,1,,3,2,1,3,3,2,1,-1,1,2,2,yes,helpful,helpful,yes,both,helpful,yes,helpful,helpful,yes,helpful,yes,both,helpful,both,both,yes,both,yes,both,helpful,both,5,4,5,4,4,4,5,5,4,5,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,2,9,10,8,1,6,2,1,1,0,3,Male,Iran,2,3,0,1
,2020-04-07 07:28:46,Persian,0,0,0,0,0,1,2,,,1,1,,,1,1,1,2,2,1,1,2,2,-2,-1,2,2,-2,1,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,yes,yes,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,yes,1,2,2,0,2,2,2,2,2,2,2,2,3,2,2,2,1,0,3,1,0,3,1,1,1,0,5,7,8,1,4,0,1,8,1,5,Female,Iran,2,3,2,1
,2020-04-07 07:33:35,Persian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,-1,-1,-1,1,3,-99,4,4,-99,0,-1,2,2,2,2,-1,,,,,,,both,,both,both,both,,both,,,,both,both,both,,both,both,5,5,5,5,5,3,1,3,2,4,3,1,0,1,1,1,0,3,3,1,0,1,1,1,0,3,7,9,9,1,8,0,1,2,0,4,Male,Iran,3,2,0,1
,2020-04-07 08:00:57,Persian,0,0,0,0,0,1,2,1,1,1,0,1,-1,-1,1,-1,,4,3,3,2,-99,2,1,2,3,-2,2,helpful,helpful,yes,helpful,yes,yes,yes,yes,helpful,helpful,yes,yes,yes,helpful,helpful,helpful,yes,helpful,yes,both,yes,helpful,4,4,4,3,3,3,4,4,4,3,3,1,1,1,2,2,2,0,1,1,1,1,0,1,1,0,8,7,7,1,1,0.5,0,3,0,3,Male,Canada,3,2,0,1
,2020-04-07 09:33:45,Persian,0,0,0,0,0,1,2,1,1,1,1,1,0,-1,1,1,0,3,0,0,1,0,-1,-2,2,2,-3,-2,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,yes,yes,helpful,helpful,helpful,2,1,2,1,2,0,0,1,0,0,2,2,2,2,1,2,1,3,3,0,1,1,1,1,1,2,7,8,7,1,5,0,1,2,0,4,Female,Iran,3,2,0,1
,2020-04-07 13:28:48,Persian,0,0,0,0,0,1,2,-1,0,0,-1,0,-1,0,1,1,0,1,1,1,2,2,1,2,2,2,2,1,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,,helpful,helpful,yes,helpful,,helpful,yes,1,1,1,2,1,2,3,1,4,3,1,2,2,2,1,3,0,0,3,1,3,1,0,1,0,2,6,7,8,1,8,1,1,2,0,4,Male,Iran,3,2,0,1
,2020-04-07 16:46:46,Persian,0,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,1,0,1,2,2,3,3,3,4,-1,2,2,2,2,1,yes,yes,,,yes,yes,yes,yes,yes,,yes,yes,yes,,helpful,yes,,yes,yes,yes,yes,,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,0,3,3,1,1,1,1,1,1,2,7,8,7,1,8,1,1,3,1,5,Male,Canada,3,2,2,0
,2020-04-07 16:52:30,Persian,0,0,0,0,0,1,2,1,0,1,-1,1,-1,-1,1,1,2,3,3,1,3,3,2,2,2,2,-2,2,helpful,helpful,helpful,helpful,both,both,helpful,helpful,helpful,both,helpful,both,helpful,helpful,helpful,helpful,helpful,both,both,helpful,both,both,4,4,4,4,5,3,3,2,2,2,3,1,2,1,1,1,1,2,3,1,3,1,1,1,1,2,6,9,9,0,20,1,1,1,0,6,Male,Iran,4,2,0,0
,2020-04-07 18:28:17,Persian,0,0,0,0,0,1,2,0,1,1,-1,-1,-1,0,0,1,,0,0,1,2,1,-1,2,2,2,-1,1,both,,,,,,,,,,,,,,,,,yes,,,,,3,3,3,4,2,3,3,4,4,4,2,2,2,1,2,1,0,0,3,1,1,1,1,1,1,0,7,8,8,1,20,3,1,4,1,6,Male,Iran,2,1,0,0
,2020-04-07 18:45:32,Persian,0,0,0,0,0,1,2,1,1,1,1,-1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,helpful,yes,helpful,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,helpful,yes,helpful,yes,yes,yes,yes,yes,5,5,5,0,5,5,5,,0,5,2,2,2,2,2,2,2,,,,,,,,,3,10,8,10,1,14,6,1,3,0,5,Female,Iran,3,2,,0
,2020-04-07 18:48:55,Persian,0,0,0,0,0,1,2,0,-1,1,0,-1,0,1,1,1,0,3,0,3,1,3,-3,2,3,-1,-3,1,both,helpful,both,helpful,both,both,both,both,both,,both,both,,,helpful,helpful,helpful,both,both,both,helpful,both,5,4,4,0,3,3,3,3,3,1,3,1,2,1,1,1,2,1,0,3,3,3,1,4,3,-1,8,8,5,1,9,5,1,2,0,3,Male,Iran,2,1,0,0
,2020-04-07 18:54:13,Persian,0,0,0,0,0,1,2,1,1,1,0,-1,-1,-1,0,0,,3,2,1,3,3,3,3,3,3,3,3,both,both,both,both,both,both,both,both,both,both,both,both,,helpful,,,both,both,both,both,both,yes,5,4,5,5,5,4,5,5,3,4,2,0,1,1,0,1,0,2,3,0,1,1,0,1,1,2,8,8,8,1,6,1,1,2,0,3,Male,Iran,2,3,0,0
,2020-04-07 19:12:47,Persian,0,0,0,0,0,1,2,0,-1,1,-1,-1,-1,-1,-1,1,,1,-99,3,1,3,1,-1,2,-1,-1,-1,yes,helpful,helpful,helpful,yes,yes,yes,yes,yes,helpful,yes,yes,helpful,helpful,helpful,helpful,helpful,yes,helpful,helpful,helpful,helpful,4,4,4,5,5,2,2,2,3,1,3,1,2,2,2,3,1,3,3,1,1,1,1,1,1,3,7,8,8,1,20,10,1,3,1,5,Male,Iran,2,1,0,0
,2020-04-07 19:53:51,Persian,0,0,0,0,0,1,2,1,1,0,-1,-1,-1,-1,1,0,0,2,0,0,0,4,3,3,2,3,-1,-1,yes,helpful,helpful,helpful,yes,yes,yes,yes,yes,,helpful,,,,helpful,,,yes,helpful,helpful,helpful,yes,3,2,4,2,2,3,3,1,4,1,4,0,1,1,0,1,0,2,3,3,1,1,1,1,0,0,7,9,6,0,16,0,1,2,0,5,Female,Iran,3,2,0,0
,2020-04-08 02:36:08,Persian,0,0,0,0,0,1,2,1,1,1,1,-1,0,1,-1,1,,3,2,2,3,4,2,2,2,1,-2,-3,yes,yes,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,yes,yes,helpful,helpful,helpful,yes,helpful,helpful,yes,helpful,helpful,helpful,3,4,3,4,3,4,4,4,4,4,2,1,1,1,1,2,3,1,3,1,0,1,0,1,1,2,8,8,8,1,15,0,1,2,0,5,Male,Canada,3,4,0,0
,2020-04-08 03:46:37,Persian,0,0,0,0,0,1,2,1,1,1,1,,0,-1,1,1,1,3,1,2,2,3,-1,1,2,2,1,1,helpful,helpful,yes,helpful,yes,yes,yes,helpful,yes,helpful,yes,helpful,helpful,helpful,helpful,helpful,yes,helpful,yes,helpful,helpful,yes,4,1,4,2,4,4,4,3,2,2,1,2,0,3,2,3,2,0,1,3,1,3,3,1,0,0,7,5,6,0,10,0,1,4,2,5,Female,Iran,3,3,0,0
,2020-04-08 17:21:40,Persian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,4,-2,1,3,1,1,1,helpful,helpful,helpful,helpful,helpful,yes,yes,yes,yes,helpful,yes,yes,yes,helpful,helpful,helpful,yes,yes,helpful,yes,helpful,yes,1,1,1,3,1,1,1,1,4,0,3,1,1,3,2,1,0,-1,3,1,1,1,3,1,0,-2,8,5,3,1,5,8,1,5,0,3,Male,Iran,3,2,0,0
,2020-04-08 18:03:27,Persian,0,0,0,0,0,1,2,0,0,1,0,-1,-1,1,1,1,1,3,3,2,3,4,2,2,3,3,2,2,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,,helpful,,helpful,,helpful,helpful,helpful,helpful,helpful,helpful,helpful,helpful,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,0,,7,5,1,5,1,1,2,0,5,Male,Canada,2,1,0,0
,2020-04-08 18:21:38,Persian,0,0,0,0,0,1,2,0,-1,1,-1,-1,-1,-1,0,1,1,2,-99,1,1,4,2,3,3,1,3,3,yes,,yes,,yes,yes,,,yes,,yes,yes,,,,,,yes,,,,,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,0,1,1,1,3,1,1,1,1,8,7,8,1,2,4,1,2,0,4,Female,Canada,3,2,0,0
,2020-04-09 02:21:15,Persian,0,0,0,0,0,1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,2,3,2,3,3,1,1,1,1,1,-1,yes,yes,yes,helpful,yes,yes,yes,yes,yes,helpful,yes,yes,yes,helpful,helpful,yes,helpful,yes,yes,yes,yes,yes,3,3,3,3,4,3,3,3,3,4,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,2,5,8,7,1,20,1,1,3,1,5,Male,Canada,4,5,0,0
,2020-04-09 04:59:36,Persian,0,0,0,0,0,1,2,1,-1,1,0,-1,-1,1,1,0,2,4,2,1,2,2,-3,-3,3,-1,-3,-3,,,,,,,yes,,,,,,,,helpful,,,helpful,,,,,4,4,1,2,2,1,1,1,1,1,3,3,3,3,3,3,3,0,3,1,3,1,1,3,3,0,5,6,6,1,8,1,1,3,1,3,Male,Iran,3,3,0,0
,2020-04-09 05:48:24,Persian,0,0,0,0,0,1,2,0,-1,1,0,-1,-1,0,1,1,,3,4,3,4,4,-1,2,2,2,-1,1,both,both,,both,both,both,both,,both,,both,both,helpful,,,,,yes,both,both,,both,4,4,5,3,5,4,4,3,3,2,2,2,1,2,1,1,0,0,1,1,1,3,1,3,0,0,6,6,4,1,7,1,1,2,0,4,Male,Austria,2,4,0,0
,2020-04-09 07:58:22,Persian,0,0,0,0,0,1,2,1,1,1,1,0,-1,-1,0,0,,4,0,2,3,3,3,3,3,3,3,3,both,helpful,helpful,helpful,yes,helpful,helpful,,yes,,both,both,,,,helpful,helpful,helpful,both,helpful,helpful,helpful,2,3,2,2,4,3,4,4,4,4,4,1,1,1,0,1,2,3,3,0,1,0,1,0,1,3,6,9,10,1,8,1,1,2,0,4,Male,Iran,3,3,0,0
,2020-04-09 12:38:43,Persian,0,0,0,0,0,1,3,0,0,1,-1,-1,-1,-1,0,1,,4,4,2,3,1,3,2,3,3,3,2,,,,,,,helpful,,,,,,,,helpful,,,,,,,,5,5,5,5,5,3,2,2,2,3,3,,1,1,1,1,3,2,3,1,1,1,1,1,1,2,5,9,8,1,,,,3,1,3,Female,Iran,4,,,0
,2020-04-09 14:00:50,Persian,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,3,4,4,4,4,3,-2,3,3,-1,-1,yes,yes,helpful,helpful,yes,yes,yes,yes,yes,,yes,yes,helpful,helpful,yes,yes,,yes,yes,yes,yes,,5,5,5,5,5,4,5,4,4,5,2,1,0,3,0,3,0,2,4,0,0,1,0,0,1,3,8,9,10,1,10,1,1,2,0,4,Male,Canada,3,6,0,0
,2020-04-09 16:35:56,Persian,0,0,0,0,0,1,2,,,1,,0,0,-1,1,1,,0,0,1,3,3,2,2,2,2,2,-2,yes,helpful,helpful,helpful,helpful,yes,helpful,helpful,yes,,helpful,yes,yes,helpful,helpful,helpful,helpful,yes,helpful,yes,helpful,helpful,3,3,4,3,3,0,0,1,0,2,3,1,1,1,1,1,0,2,3,1,1,0,0,1,0,0,7,9,6,1,12,,1,2,0,5,Male,Iran,3,2,0,1
,2020-04-09 21:57:34,Persian,0,0,0,0,0,1,2,1,1,1,1,-1,-1,1,1,1,,3,4,2,2,2,-3,-2,3,3,-3,-2,helpful,helpful,helpful,helpful,helpful,helpful,both,helpful,helpful,,helpful,helpful,helpful,,helpful,,both,both,helpful,both,helpful,yes,4,4,4,4,2,4,4,4,4,2,3,0,0,0,0,2,0,2,3,0,1,1,0,1,1,2,5,10,7,1,10,0,1,3,1,5,Male,Iran,2,3,0,0
,2020-04-10 06:37:11,Persian,0,0,0,0,0,1,2,-1,0,1,-1,-1,-1,1,1,1,,3,0,3,4,2,1,2,3,3,3,1,both,helpful,,helpful,both,helpful,helpful,helpful,yes,,yes,,,,helpful,,both,both,,helpful,,yes,2,4,2,3,3,4,4,3,3,5,3,2,1,1,0,2,1,2,3,1,1,1,1,1,1,3,7,8,8,1,7,2,1,3,1,3,Male,Iran,3,2,0,0
,2020-04-10 07:15:31,Persian,0,0,0,0,0,1,2,0,-1,0,-1,-1,-1,0,0,1,,2,1,1,3,4,1,3,3,2,3,2,yes,yes,yes,helpful,yes,yes,helpful,yes,yes,,helpful,yes,yes,,helpful,helpful,helpful,yes,helpful,yes,helpful,yes,3,4,3,4,4,4,4,4,3,3,2,0,1,1,1,2,0,,,,,,,,,,,8,5,1,6,1,1,2,0,3,Male,Iran,2,2,0,0
,2020-04-10 07:23:55,Persian,0,0,0,0,0,1,2,-1,-1,1,-1,-1,-1,-1,1,1,,3,0,2,0,4,2,2,2,2,-1,-1,both,both,helpful,helpful,both,helpful,helpful,both,both,,yes,helpful,,,,helpful,helpful,both,helpful,yes,helpful,both,5,4,3,4,4,5,5,4,5,5,4,1,1,2,1,2,0,3,4,0,0,0,0,0,0,3,7,8,10,1,8,5,1,3,0,3,Male,Iran,2,2,0,0
,2020-04-10 10:51:24,Persian,0,0,0,0,0,1,2,1,1,1,0,-1,-1,1,0,1,0,2,0,1,1,4,-1,-2,-1,2,-1,1,,helpful,helpful,helpful,yes,yes,helpful,helpful,helpful,,helpful,helpful,,helpful,helpful,helpful,helpful,helpful,helpful,yes,helpful,yes,4,4,3,2,4,3,2,3,3,3,3,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,7,8,6,1,13,5,1,3,1,4,Male,Iran,2,3,0,0
,2020-04-10 14:44:35,Persian,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,4,3,4,1,-1,2,2,2,2,helpful,yes,helpful,yes,yes,helpful,helpful,yes,helpful,yes,yes,helpful,yes,helpful,helpful,yes,yes,yes,helpful,helpful,helpful,yes,5,5,5,4,5,4,4,4,4,4,3,1,1,1,1,1,0,2,3,0,1,1,1,1,0,2,8,9,9,1,10,,0,4,2,4,Female,Iran,4,2,0,0
,2020-04-10 17:46:21,Persian,0,0,0,0,0,1,2,1,1,1,0,0,-1,1,0,1,0,3,1,2,3,3,-3,-2,1,1,-2,-2,helpful,yes,yes,yes,yes,yes,yes,yes,yes,helpful,yes,helpful,helpful,helpful,helpful,yes,yes,yes,yes,helpful,helpful,helpful,3,2,3,3,3,1,3,1,2,2,1,1,1,2,2,1,3,0,1,3,1,3,3,3,1,-1,8,7,5,1,4,0,1,3,1,3,Female,Australia,3,2,0,0
,2020-04-10 19:29:33,Persian,0,0,0,0,0,1,2,1,1,1,0,-1,-1,1,1,1,,3,2,3,2,3,1,-1,1,1,3,2,helpful,yes,yes,yes,yes,yes,helpful,helpful,yes,helpful,yes,yes,yes,helpful,helpful,helpful,yes,helpful,yes,yes,yes,helpful,4,4,4,2,1,3,3,3,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,8,9,8,0,,,1,,2,6,Male,Iran,4,2,0,0
,2020-04-12 04:21:16,Persian,0,0,0,0,0,1,2,1,0,1,-1,-1,-1,-1,1,1,,4,2,3,3,2,2,2,3,2,1,1,yes,yes,yes,helpful,yes,yes,yes,yes,yes,,yes,yes,yes,,helpful,,yes,helpful,,yes,helpful,,2,2,2,2,3,2,3,1,2,3,1,3,2,3,2,3,3,0,1,1,1,3,1,3,1,1,7,6,5,1,3,0,1,3,0,4,Female,Iran,2,3,0,0
,2020-04-12 12:55:34,Persian,0,0,0,0,1,0,3,0,-1,-1,-1,-1,-1,1,1,1,1,3,3,2,4,3,1,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,5,4,4,5,4,5,2,2,2,2,2,3,3,2,1,1,1,1,1,1,3,2,7,10,3,1,,,0,5,1,5,Female,Iran,3,3,0,0
